A0	A	True	0.9998999834060669	
B0	O	False	0.7976999878883362	
C0	Q	False	0.6879000067710876	
C1	C	True	0.9997000098228455	
D0	D	True	0.9819999933242798	
D1	D	True	0.9976000189781189	
E0	E	True	1.0	
F0	P	False	0.8126999735832214	
F1	P	False	0.9948999881744385	
F2	F	True	0.9991000294685364	
G0	Q	False	0.9775000214576721	
H0	H	True	0.9998999834060669	
I0	I	True	0.9975000023841858	
J0	J	True	1.0	
J1	J	True	0.9976000189781189	
K0	K	True	0.9984999895095825	
L0	L	True	0.9998999834060669	
M0	A	False	0.9993000030517578	
M1	M	True	0.5227000117301941	
M2	M	True	0.9993000030517578	
M3	M	True	0.9987999796867371	
N0	N	True	0.9948999881744385	
N1	M	False	0.5999000072479248	
O0	O	True	1.0	
P0	P	True	1.0	
P1	P	True	1.0	
R0	R	True	0.9965000152587891	
R1	R	True	1.0	
S0	S	True	0.9997000098228455	
S1	S	True	1.0	
T0	T	True	1.0	
T1	T	True	1.0	
W0	W	True	0.9998999834060669	
X0	N	False	0.7724999785423279	
Y0	Y	True	0.9998000264167786	
Y1	Y	True	0.9994999766349792	
Y2	J	False	0.7829999923706055	
Z0	Z	True	1.0	
Z1	Z	True	0.9973999857902527	
